Make,Model,Score,Price,Year,Mileage,Date,Source,OnSale,Days,Link,Image,Hash
Volkswagen,Jetta 1.4t Se Fwd,11.644807692918183,13500.0,2017,64940,2023-02-01,CarGuru,True,8,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=345219735/NONE,2016_Chevrolet_Spark_LS_FWD,1312364300
Nissan,Rogue Select S,11.417063921026106,12900.0,2015,64046,2023-02-01,CarGuru,True,8,,2019_Nissan_Rogue_Sport_SV_FWD,776302740
Ram,1500 Classic Express Crew Cab Rwd,11.180548973834998,11950.0,2019,57236,2023-02-01,CarGuru,True,8,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=339749625/NONE,2021_Nissan_Altima_2.5_S_FWD,351016302
Mini,Cooper S Hatchback Fwd,10.797858076208032,12900.0,2013,49000,2023-02-01,CarGuru,True,8,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=348304292/FEATURED,2019_Kia_Forte_S_FWD,397386000
Kia,Soul +,10.715409492753691,12995.0,2017,53756,2023-02-01,CarGuru,True,8,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=338306637/NONE,2022_Toyota_Corolla_Cross_LE_FWD,326057256
Hyundai,Sonata 2.0t Limited Fwd,10.638263901978783,13500.0,2013,61936,2023-02-01,CarGuru,True,8,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=339360619/NONE,2018_Hyundai_Elantra_SEL_FWD,875845176
Kia,Rio Lx,10.610713557852872,11995.0,2015,53386,2023-02-01,CarGuru,True,8,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=347305805/NONE,2015_Nissan_LEAF_S,323438070
Fiat,500l Trekking,10.308539202121647,12995.0,2015,52099,2023-02-01,CarGuru,True,8,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=345513053/NONE,2013_Hyundai_Elantra_GT_FWD,421607290
Kia,Forte Lx,10.184454968400349,13525.0,2016,52549,2023-02-01,CarGuru,True,8,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=347799242/NONE,2015_Mitsubishi_Mirage_DE,318898352
Jeep,Renegade Altitude,10.179334554725186,14995.0,2017,51059,2023-02-01,CarGuru,True,8,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=347532922/NONE,2019_Nissan_Versa_S_Plus_FWD,414493162
Fiat,500 Pop Hatchback Fwd,10.10084626360529,14998.0,2017,51197,2023-02-01,CarGuru,True,8,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=348345152/NONE,2018_Ford_Fiesta_S,416206976
Kia,Rio S Fwd,10.05880459063222,14000.0,2019,55495,2023-02-01,CarGuru,True,8,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=345284424/NONE,2019_Hyundai_Accent_SE_Sedan_FWD,337393215
Bmw,5 Series 535i Sedan Rwd,9.208955297551283,12900.0,2011,49529,2023-02-01,CarGuru,True,8,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=347218722/NONE,2019_Volkswagen_Jetta_S_FWD,301478757
Mini,Cooper Clubman Fwd,9.01762977393554,12999.0,2016,55689,2023-02-01,CarGuru,True,8,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=345941912/NONE,2016_Ford_Fusion_SE,451181934
Mini,Cooper Hatchback Fwd,7.920561392054242,10590.0,2013,58655,2023-02-01,CarGuru,True,8,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=346092492/NONE,2016_Chrysler_200_S_Sedan_FWD,473772660
Chrysler,200 S Sedan Fwd,7.734785909092647,14500.0,2016,55445,2023-02-01,CarGuru,True,8,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=311567372/NONE,No image,895739460
Buick,Verano 1sv Fwd,7.724573593538688,13219.0,2016,57814,2023-02-01,CarGuru,True,8,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=348592235/NONE,2018_Hyundai_Elantra_SEL_FWD,584060582
Audi,A6 3.0t Quattro Premium Plus Sedan Awd,7.2565501365595475,13995.0,2012,52558,2023-02-01,CarGuru,True,8,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=347960367/NONE,2019_Ford_Fiesta_SE_FWD,426709454
Kia,Forte5 Lx,7.1552444402508675,10595.0,2016,63782,2023-02-01,CarGuru,True,8,,2017_Nissan_Sentra_SV,386421021
Kia,Optima Ex,7.153706093565038,11998.0,2016,61213,2023-02-01,CarGuru,True,8,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=346639117/NONE,2015_Honda_Accord_Coupe_LX-S,370972098
Kia,Optima Lx,7.138409368189542,11995.0,2016,61250,2023-02-01,CarGuru,True,8,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=336966003/NONE,2022_Volkswagen_Taos_S_4Motion,371195685
Mitsubishi,Lancer Evolution Gsr,7.074033618423521,8950.0,2014,64574,2023-02-01,CarGuru,True,8,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=330555978/NONE,2014_Chevrolet_Spark_EV_1LT_FWD,1301773360
Kia,Forte Ex,7.005627044537138,14995.0,2017,57220,2023-02-01,CarGuru,True,8,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=346631600/NONE,2015_Chevrolet_Cruze_LTZ_Sedan_FWD,347077940
Kia,Forte Lx,6.863091425568559,13681.0,2018,61121,2023-02-01,CarGuru,True,8,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=344427850/NONE,2019_Mitsubishi_Mirage_G4_ES_FWD,370683222
Kia,Forte S Fwd,6.723072464137229,13995.0,2019,62034,2023-02-01,CarGuru,True,8,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=348215444/NONE,2018_Toyota_Corolla_L,376663608
Buick,Encore Preferred Fwd,5.099730890957069,12995.0,2017,65024,2023-02-01,CarGuru,True,8,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=344959366/NONE,2019_Nissan_NV200_SV_FWD,657066540
Kia,Sportage Lx,4.937632533914917,10500.0,2012,63991,2023-02-01,CarGuru,True,8,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=344651037/NONE,2016_Nissan_LEAF_S,386711676
Porsche,Boxster Base,4.608485885074912,14979.0,2002,44587,2023-02-01,CarGuru,True,8,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=340154979/NONE,2013_Mazda_MAZDA2_Sport,625561210
Bmw,1 Series 128i Convertible Rwd,4.273907376782084,9995.0,2008,61690,2023-02-01,CarGuru,True,8,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=338701413/NONE,2016_Nissan_Versa_Note_S_Plus,372779980
Kia,Forte Lx,4.181854995975635,13910.0,2017,65494,2023-02-01,CarGuru,True,8,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=341562968/NONE,2011_Chevrolet_Traverse_LS_FWD,396749314
Mini,Cooper 2-door Hatchback Fwd,4.090659328872155,12995.0,2015,65000,2023-02-01,CarGuru,True,8,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=347454447/NONE,2011_Jaguar_XF_XF_Premium_RWD,525303460
Kia,Soul Base,3.935006517215462,14897.0,2018,65478,2023-02-01,CarGuru,True,8,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=346639499/NONE,2013_Volkswagen_Jetta_S,396806031
Bmw,3 Series 328i Sedan Rwd,3.245104907816783,11900.0,2011,64325,2023-02-01,CarGuru,True,8,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=348025922/NONE,2018_Ford_Fiesta_SE,388893825
Chrysler,200 Limited Sedan Fwd,3.0415034580973166,14900.0,2016,65327,2023-02-01,CarGuru,True,8,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=345634372/NONE,2015_Volkswagen_CC_2.0T_R-Line_FWD,1054532556
Kia,Optima Ex,2.8662172058898663,14990.0,2016,65619,2023-02-01,CarGuru,True,8,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=347666587/NONE,2011_Audi_A4_2.0T_Premium_FWD,397133532
Toyota,Venza,102.27135744,10950.0,2022,2601,2023-01-25,CarGuru,False,8,,2020_Chrysler_300_S_RWD,37139832
Toyota,Venza,102.2713574,10950.0,2022,2601,12/13/2022,CarGuru,False,34,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=339847665/NONE,,37358832
Ford,Ecosport Ses Awd,93.43053902,12950.0,2021,3507,12/13/2022,CarGuru,False,34,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=343177656/NONE,,48448988
Ford,Maverick,91.94768442,14950.0,2022,2378,12/15/2022,CarGuru,False,32,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=345855076/NONE,2019_Chevrolet_Colorado_Work_Truck_Crew_Cab_RWD,19233264
Honda,Accord Sport Special Edition Fwd,90.90617038,12950.0,2021,4955,12/13/2022,CarGuru,False,34,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=338334202/NONE,,89023875
Ford,Transit Connect Cargo Xl Lwb Fwd With Rear Cargo Doors,89.41179544,14950.0,2022,3844,12/28/2022,CarGuru,False,19,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=346444597/NONE,2019_Chevrolet_Colorado_Work_Truck_Crew_Cab_RWD,31090272
Ford,Bronco Sport Big Bend Awd,85.77773057,13950.0,2022,7480,12/13/2022,CarGuru,False,34,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=344068509/NONE,,91536990
Honda,Accord Sport Special Edition Fwd,85.12748402,12950.0,2021,8344,12/13/2022,CarGuru,False,34,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=338794253/NONE,,120783320
Honda,Accord Sport Special Edition Fwd,85.1274840154923,12950.0,2021,8344,2023-01-25,CarGuru,False,8,,2019_Chevrolet_Blazer_Premier_FWD,119540120
Subaru,Wrx Awd,83.42378445,9950.0,2021,2614,12/13/2022,CarGuru,False,34,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=330555979/NONE,,37756914
Subaru,Wrx Awd,83.42378444916234,9950.0,2021,2614,2023-01-25,CarGuru,False,8,,2015_Lexus_IS_250_Crafted_Line_Sedan_RWD,37478314
Toyota,Camry Le Fwd,83.31577259,13950.0,2021,7929,12/13/2022,CarGuru,False,34,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=344898001/NONE,,110543454
Ford,Fiesta S Hatchback,80.86116732,13999.0,2016,4230,12/15/2022,CarGuru,False,32,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=343815673/NONE,2016_Ford_Focus_SE,34110720
Ford,Focus Se,80.19178365,10995.0,2018,11191,12/13/2022,CarGuru,False,34,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=345061397/NONE,,97634432
Ford,F-150,77.63367086,13950.0,2021,11407,12/22/2022,CarGuru,False,25,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=342266465/NONE,2018_RAM_1500_Tradesman_Crew_Cab_4WD,92214188
Ford,F-150,77.63367085670441,13950.0,2021,11407,2023-01-25,CarGuru,False,8,,2020_Honda_CR-V_LX_FWD,97584938
Ford,F-150,77.23100082483012,13950.0,2021,11658,2023-01-25,CarGuru,False,8,,2018_Audi_A7_3.0T_quattro_Prestige_AWD,99614022
Ford,F-150,77.23100082,13950.0,2021,11658,12/15/2022,CarGuru,False,32,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=340395621/NONE,2022_Nissan_Frontier_SV_King_Cab_RWD,94243272
Honda,Accord 1.5t Sport Fwd,76.20284372850118,11950.0,2020,14279,2023-01-25,CarGuru,False,8,,2014_Mercedes-Benz_CLA-Class_CLA_250,163290100
Honda,Civic Coupe Ex-l,75.11099823,11995.0,2015,9786,12/13/2022,CarGuru,False,34,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=345119197/NONE,,113563710
Ford,Escape Se Fwd,73.20749922,14950.0,2021,12701,12/15/2022,CarGuru,False,32,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=343812985/NONE,2021_Honda_Civic_Sport_FWD,102674884
Ford,Escape Se Fwd,73.20749921818592,14950.0,2021,12701,2023-01-25,CarGuru,False,8,,2021_Ford_Escape_SEL_FWD,116862434
Nissan,Frontier Sv King Cab Rwd,73.11962093827161,10950.0,2022,8530,2023-01-25,CarGuru,False,8,,2017_Hyundai_Veloster_Turbo_FWD,122670360
Ford,Edge Sel Awd,71.2229264314417,10950.0,2020,18957,2023-01-25,CarGuru,False,8,,2019_Kia_Stinger_Premium_RWD,162501960
Ford,Edge Sel Awd,71.22292643,10950.0,2020,18957,12/13/2022,CarGuru,False,34,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=339229649/NONE,,162896160
Honda,Cr-v Lx Fwd,70.93025311,13950.0,2020,14647,12/13/2022,CarGuru,False,34,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=334010951/NONE,,159290000
Honda,Cr-v Lx Fwd,70.93025310978064,13950.0,2020,14647,2023-01-25,CarGuru,False,8,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=334010951/NONE,2013_Volkswagen_Beetle_Turbo_Convertible_with_Sound,158676200
Nissan,Altima 2.5 S Fwd,69.40037738,13950.0,2021,5419,12/13/2022,CarGuru,False,34,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=333449568/NONE,,81781194
Nissan,Altima 2.5 S Fwd,69.40037737576165,13950.0,2021,5419,2023-01-25,CarGuru,False,8,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=333449568/NONE,2018_Nissan_Sentra_S_FWD,81111594
Chevrolet,Trax Ls Fwd,68.79660975,12995.0,2020,6226,12/28/2022,CarGuru,False,19,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=346501367/NONE,2015_Toyota_Camry_SE,113188680
Ford,Ecosport Se Awd,67.91499126520152,14999.0,2020,15053,2023-01-25,CarGuru,False,8,,2017_Ford_Escape_SE_AWD,136702235
Ford,F-550 Super Duty Drw 4wd,66.41183059,11000.0,2012,13872,12/28/2022,CarGuru,False,19,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=336814675/NONE,2017_Nissan_Sentra_S,111641856
Nissan,Frontier Sv King Cab Rwd,66.25419872,13950.0,2022,8530,12/13/2022,CarGuru,False,34,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=337457402/NONE,,126587160
Nissan,Frontier Sv King Cab Rwd,64.83394029827161,12950.0,2022,10988,2023-01-25,CarGuru,False,8,,2018_RAM_1500_Big_Horn_Crew_Cab_4WD,153197616
Honda,Hr-v Ex-l Fwd,63.13554444,14995.0,2019,17261,12/28/2022,CarGuru,False,19,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=336560493/NONE,2015_Buick_Encore_FWD,174249795
Volkswagen,Taos S 4motion,62.75688868345679,11950.0,2022,13907,2023-01-25,CarGuru,False,8,,2017_Kia_Forte5_LX,291572140
Volkswagen,Taos S 4motion,62.75688868,11950.0,2022,13907,12/22/2022,CarGuru,False,25,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=340494265/NONE,2006_Chevrolet_Express_Cutaway_3500,281199540
