Make,Model,Score,Price,Year,Mileage,Date,Source,OnSale,Days,Link,Image,Hash
Nissan,Sentra Sv Fwd,32.96777569,13950.0,2021,33401,12/22/2022,CarGuru,False,25,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=346268411/NONE,2021_Ford_Escape_SEL_FWD,405020526
Nissan,Sentra Sv Fwd,32.967775689566366,13950.0,2021,33401,2023-01-25,CarGuru,False,8,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=346268411/NONE,2017_Nissan_Versa_S_Plus,410823726
Alfa,Romeo Giulia Rwd,32.92465018,11950.0,2017,21100,12/22/2022,CarGuru,False,25,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=341658637/NONE,1992_Chevrolet_Corvette_Convertible_RWD,170234800
Alfa,Romeo Giulia Rwd,32.92465017855321,11950.0,2017,21100,2023-01-25,CarGuru,False,8,,1992_Chevrolet_Corvette_Convertible_RWD,176353200
Cadillac,Xt4 Sport Fwd,32.87654437,13950.0,2019,20190,1/18/2023,CarGuru,False,1,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=318964641/NONE,2018_Nissan_Sentra_S_FWD,331912080
Ford,Fiesta Se Hatchback Fwd,32.47764665256199,14977.0,2019,41520,2023-01-25,CarGuru,False,8,,2017_Chevrolet_Camaro_1SS_Coupe_RWD,346338592
Ford,Focus Se Hatchback,31.95642531,8995.0,2016,47912,12/13/2022,CarGuru,False,34,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=342223681/NONE,,391705398
Chevrolet,Spark 1lt Fwd,31.74537305370473,11999.0,2017,33377,2023-01-25,CarGuru,False,8,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=346775969/NONE,2017_Dodge_Grand_Caravan_SXT_FWD,610728278
Ford,Fusion Se,31.549298326701365,12995.0,2016,42295,2023-01-25,CarGuru,False,8,,2018_Nissan_Sentra_S_FWD,344692485
Land,Rover Range Rover Evoque Hse Awd,31.48750976,9950.0,2019,27489,12/15/2022,CarGuru,False,32,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=339649374/NONE,2019_Nissan_Kicks_SV_FWD,222001164
Land,Rover Range Rover Evoque Hse Awd,31.48750975882461,9950.0,2019,27489,2023-01-25,CarGuru,False,8,,2017_Hyundai_Veloster,231871564
Toyota,Camry Se,31.36010543,12995.0,2015,41451,1/18/2023,CarGuru,False,1,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=345061402/NONE,2019_Nissan_Frontier_PRO-4X_Crew_Cab_4WD,504365350
Ford,Fiesta Se Hatchback,31.313126174472,8999.0,2013,45444,2023-01-25,CarGuru,False,8,,2021_Chevrolet_Spark_1LT_FWD,371215499
Cadillac,Xt4 Sport Fwd,31.27496053,14950.0,2019,20190,12/15/2022,CarGuru,False,32,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=318964641/NONE,2019_Kia_Soul_Base_FWD,326108880
Chevrolet,Spark 1lt Fwd,31.24271585,13378.0,2021,35874,12/15/2022,CarGuru,False,32,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=345915186/NONE,2017_Mitsubishi_Mirage_SE,652512186
Chevrolet,Spark 1lt Fwd,31.23427325,13378.0,2021,35882,12/22/2022,CarGuru,False,25,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=345915186/NONE,2018_Kia_Forte_LX,652657698
Mitsubishi,Mirage Es Fwd,31.10828232,13995.0,2021,23826,1/18/2023,CarGuru,False,1,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=342476608/NONE,2017_Honda_Civic_LX,487163445
Ford,Focus Se Hatchback,31.00598822,11499.0,2018,47099,1/18/2023,CarGuru,False,1,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=344659666/NONE,2017_Nissan_Sentra_S,386599570
Hyundai,Sonata Se Fwd,30.99891258,13995.0,2017,31089,12/13/2022,CarGuru,False,34,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=343326486/NONE,,444767511
Kia,Stinger Premium Rwd,30.67986892,10950.0,2019,26756,12/13/2022,CarGuru,False,34,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=331761379/NONE,,168718692
Kia,Stinger Premium Rwd,30.67986891662484,10950.0,2019,26756,2023-01-25,CarGuru,False,8,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=331761379/NONE,2017_Ford_Focus_SE,168302592
Mitsubishi,Mirage Le Fwd,30.55302149,13236.0,2020,24471,1/18/2023,CarGuru,False,1,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=341052027/NONE,1998_Jaguar_XK-Series_XK8_Convertible_RWD,499476240
Nissan,Rogue S Awd,30.46951869,14995.0,2018,31117,12/13/2022,CarGuru,False,34,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=343326483/NONE,,382042876
Chevrolet,Spark Ls Fwd,30.44888406,12272.0,2019,36244,12/13/2022,CarGuru,False,34,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=339598160/NONE,,663302172
Chevrolet,Spark 1lt Fwd,30.25919347,13995.0,2021,35887,12/28/2022,CarGuru,False,19,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=345915186/NONE,No image,652748643
Ford,Focus Se Hatchback,30.22155455,11999.0,2018,47099,12/15/2022,CarGuru,False,32,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=344659666/NONE,2015_Honda_Civic_Coupe_EX-L,380183128
Volkswagen,Jetta Gli 2.0t Fwd,30.06186712,14995.0,2017,30486,1/18/2023,CarGuru,False,1,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=346143964/NONE,2021_Toyota_Tacoma_SR5_V6_Double_Cab_RWD,622999920
Volkswagen,Jetta Gli 2.0t Fwd,30.06186712,14995.0,2017,30486,12/22/2022,CarGuru,False,25,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=346143964/NONE,2015_Honda_CR-V_EX-L_FWD,614902620
Mitsubishi,Mirage G4 Es Fwd,30.05790566,10995.0,2020,28308,1/18/2023,CarGuru,False,1,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=347452861/NONE,2018_Nissan_Sentra_SV_FWD,577099200
Chevrolet,Spark 1lt Fwd,29.85147474788287,14257.0,2021,35887,2023-01-25,CarGuru,False,8,,2016_Chevrolet_Spark_LS_FWD,658123532
Toyota,Camry Se,29.79216684,13995.0,2015,41451,12/13/2022,CarGuru,False,34,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=345061402/NONE,,504613350
Ford,Focus Se Hatchback,29.67033087,9995.0,2015,47569,12/13/2022,CarGuru,False,34,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=339320180/NONE,,388983350
Nissan,Kicks Sv Fwd,29.60270287,8950.0,2019,42043,12/13/2022,CarGuru,False,34,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=336770396/NONE,,512638302
Buick,Encore Preferred Fwd,29.584155720665244,14000.0,2019,23236,2023-01-25,CarGuru,False,8,,2018_Toyota_Corolla_LE,242687420
Honda,Fit Lx,29.35176834,11995.0,2017,46924,12/13/2022,CarGuru,False,34,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=345392556/NONE,,475459610
Gmc,Acadia Denali Awd,29.337069710992765,14950.0,2020,23074,2023-01-25,CarGuru,False,8,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=340827067/NONE,2018_Hyundai_Elantra_SEL_FWD,147198790
Gmc,Acadia Denali Awd,29.33706971,14950.0,2020,23074,12/22/2022,CarGuru,False,25,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=340827067/NONE,2019_Cadillac_XT4_Sport_FWD,139828440
Hyundai,Veloster,29.20101649397408,8995.0,2017,40321,2023-01-25,CarGuru,False,8,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=333112637/NONE,2020_GMC_Canyon_SLE_Crew_Cab_RWD,571379039
Hyundai,Veloster,29.20101649,8995.0,2017,40321,12/13/2022,CarGuru,False,34,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=333112637/NONE,,571522959
Mitsubishi,Mirage Se,29.17694837,11298.0,2017,25640,12/22/2022,CarGuru,False,25,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=342746484/NONE,2017_Ford_Focus_Titanium_Hatchback,517158800
Ford,Fiesta Titanium Hatchback,29.04298773,12289.0,2015,44739,12/28/2022,CarGuru,False,19,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=345031100/NONE,2020_Chevrolet_Spark_1LT_FWD,360596340
Honda,Accord Coupe Lx-s,28.83993844,11995.0,2015,45379,12/13/2022,CarGuru,False,34,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=339656073/NONE,,463310875
Honda,Accord Coupe Lx-s,28.839938437775736,11995.0,2015,45379,2023-01-25,CarGuru,False,8,,2017_Alfa_Romeo_Giulia_RWD,462903045
Hyundai,Sonata Sel Fwd,28.655706505850432,13995.0,2019,35401,2023-01-25,CarGuru,False,8,,2019_Nissan_Altima_2.5_S_FWD,505808373
Chevrolet,Spark Ls Fwd,28.513909851827364,12877.0,2018,36195,2023-01-25,CarGuru,False,8,,2019_Mitsubishi_Mirage_G4_ES_FWD,661700262
Nissan,Leaf Sl,28.50206899939189,13294.0,2015,32513,2023-01-25,CarGuru,False,8,,No image,395687794
Mitsubishi,Mirage Le Fwd,28.43433659,14609.0,2020,24471,12/13/2022,CarGuru,False,34,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=341052027/NONE,,500011710
Jeep,Cherokee Latitude Fwd,28.40406175,14995.0,2016,31081,12/13/2022,CarGuru,False,34,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=345392557/NONE,,260084034
Ford,Fiesta Se,28.26602612,12785.0,2018,47828,12/28/2022,CarGuru,False,19,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=344958373/NONE,2019_Ford_Fiesta_S_FWD,386067616
Honda,Civic Touring,28.21156396,8950.0,2016,51589,12/28/2022,CarGuru,False,19,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=346660646/NONE,2019_Nissan_Altima_2.5_SR_FWD,520017120
Ford,Fusion Se,28.06968340414244,13895.0,2017,45335,2023-01-25,CarGuru,False,8,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=343840784/NONE,2017_Ford_Escape_Titanium_FWD,369264320
Ford,Fiesta Titanium Hatchback,27.69680901,13207.0,2015,44693,12/13/2022,CarGuru,False,34,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=345031100/NONE,,369800655
Gmc,Canyon Slt Crew Cab 4wd,27.53156006,11950.0,2018,27312,12/22/2022,CarGuru,False,25,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=340494270/NONE,2017_Buick_Encore_Preferred_FWD,165346848
Kia,Sportage Lx Fwd,27.255373069621477,14970.0,2019,24082,2023-01-25,CarGuru,False,8,,2018_Jeep_Wrangler_JK_Unlimited_Sport_S_4WD,151927524
Audi,A7 3.0t Quattro Prestige Awd,27.23477576,13950.0,2018,24610,1/18/2023,CarGuru,False,1,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=328662687/NONE,2018_MINI_Cooper,209198120
Audi,A7 3.0t Quattro Prestige Awd,27.23477576,13950.0,2018,24610,12/13/2022,CarGuru,False,34,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=328662687/NONE,,209979320
Chevrolet,Traverse Lt Leather Fwd,27.152093613370067,12950.0,2019,38466,2023-01-25,CarGuru,False,8,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=347865461/NONE,2018_Kia_Forte_LX,707007636
Toyota,Camry Le,27.14898163,13995.0,2014,43038,1/18/2023,CarGuru,False,1,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=342474745/NONE,2019_Volkswagen_Tiguan_SEL_R-Line_FWD,523094112
Toyota,Camry Le,27.14898163,13995.0,2014,43038,12/13/2022,CarGuru,False,34,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=342474745/NONE,,523206072
Ford,Fusion Se,27.11494043,14532.0,2017,45335,12/15/2022,CarGuru,False,32,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=343840784/NONE,2020_Nissan_Versa_S_FWD,365762780
Nissan,Frontier Sv Crew Cab Rwd,27.03583842,9950.0,2020,44106,12/15/2022,CarGuru,False,32,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=340395622/NONE,2017_Hyundai_Veloster,534564720
Nissan,Frontier Sv Crew Cab Rwd,27.035838418512405,9950.0,2020,44106,2023-01-25,CarGuru,False,8,,2016_Nissan_Versa_Note_S_Plus,541012320
Ford,Fusion Se,26.87295236,14695.0,2017,45335,12/13/2022,CarGuru,False,34,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=343840784/NONE,,369465920
Hyundai,Elantra Gt Fwd,26.624127467221715,14500.0,2013,30539,2023-01-25,CarGuru,False,8,,2015_Nissan_LEAF_SV,435603049
Kia,Rio S Fwd,26.59520147,12995.0,2020,28735,12/22/2022,CarGuru,False,25,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=341032076/NONE,2017_Mitsubishi_Outlander_Sport_ES,174134100
Nissan,Sentra S,26.43347737,12798.0,2017,37377,1/18/2023,CarGuru,False,1,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=344427851/NONE,2019_Kia_Rio_S_FWD,454998438
Smart,Fortwo Electric Drive Hatchback Rwd,26.363172320146923,12444.0,2016,25707,2023-01-25,CarGuru,False,8,,2004_Nissan_350Z_Touring_Roadster,270450600
Ford,Focus Titanium Hatchback,26.35506885,14776.0,2017,45740,12/13/2022,CarGuru,False,34,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=341081048/NONE,,378959792
Nissan,Leaf S,26.21907457469237,14986.0,2017,34314,2023-01-25,CarGuru,False,8,,2014_Nissan_Rogue_Select_S_AWD,417605844
Nissan,Versa Sv Fwd,26.18381402,14198.0,2021,39623,1/18/2023,CarGuru,False,1,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=342361287/NONE,2018_Chevrolet_Cruze_LS_Sedan_FWD,484898274
Nissan,Leaf Sl,26.1419633,14909.0,2015,32463,12/22/2022,CarGuru,False,25,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=345713504/NONE,2008_Volkswagen_Beetle_SE_Convertible,392477670
Ford,Focus Se,26.09557536,9995.0,2017,53177,12/28/2022,CarGuru,False,19,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=342414197/NONE,2020_Nissan_Frontier_SV_Crew_Cab_RWD,429032036
Nissan,Versa Sv Fwd,26.080371801799817,14084.0,2021,39900,2023-01-25,CarGuru,False,8,,2015_Dodge_Dart_SE_FWD,488221608
Chevrolet,Camaro 1lt Coupe Rwd,26.06685582,14995.0,2015,32411,12/13/2022,CarGuru,False,34,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=335836050/NONE,,595870785
