Make,Model,Score,Price,Year,Mileage,Date,Source,Link,Image,Hash,OnSale,Days,Exterior Color,Interior Color,Transmission,Trim,Engine,Certified Pre-Owned,Doors,Vin,Stock ID,Features,Comments
Ford,Fiesta S Hatchback,80.86116732,13999.0,2016,4230,12/15/2022,CarGuru,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=343815673/NONE,2016_Ford_Focus_SE,34110720,False,32.0,,,,,,,,,,,
Ford,Focus Se,80.19178365,10995.0,2018,11191,12/13/2022,CarGuru,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=345061397/NONE,,97634432,False,34.0,,,,,,,,,,,
Ford,Ecosport S,79.22513676069545,17000.0,2021,3238,2023-03-01,AutoTrader,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=644584760&maxPrice=18000&city=Provo&state=UT&zip=84601&requestId=1819194850&transmissionCodes=AUT&searchRadius=50&marketExtension=include&maxMileage=50000&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=25&firstRecord=200&listingTypes=USED&referrer=%2Fcars-for-sale%2Fcars-under-18000%2Fprovo-ut-84601%3FrequestId%3D1819194850%26dma%3D%26transmissionCodes%3DAUT%26searchRadius%3D50%26priceRange%3D%26location%3D%26marketExtension%3Dinclude%26maxMileage%3D50000%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D25%26firstRecord%3D200&clickType=spotlight,Image not found,39605992,False,1.0,,,,,,,,,,,
Ford,F-150,77.63367086,13950.0,2021,11407,12/22/2022,CarGuru,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=342266465/NONE,2018_RAM_1500_Tradesman_Crew_Cab_4WD,92214188,False,25.0,,,,,,,,,,,
Ford,F-150,77.63367085670441,13950.0,2021,11407,2023-01-25,CarGuru,,2020_Honda_CR-V_LX_FWD,97584938,False,8.0,,,,,,,,,,,
Ford,F-150,77.23100082483012,13950.0,2021,11658,2023-01-25,CarGuru,,2018_Audi_A7_3.0T_quattro_Prestige_AWD,99614022,False,8.0,,,,,,,,,,,
Ford,F-150,77.23100082,13950.0,2021,11658,12/15/2022,CarGuru,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=340395621/NONE,2022_Nissan_Frontier_SV_King_Cab_RWD,94243272,False,32.0,,,,,,,,,,,
Honda,Accord 1.5t Sport Fwd,76.20284372850118,11950.0,2020,14279,2023-01-25,CarGuru,,2014_Mercedes-Benz_CLA-Class_CLA_250,163290100,False,8.0,,,,,,,,,,,
Honda,Cr-v Lx Fwd,76.05287822747039,12950.0,2020,14647,2023-02-01,CarGuru,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=334010951/NONE,2018_RAM_1500_Big_Horn_Crew_Cab_4WD,158760900,False,8.0,,,,,,,,,,,
Ford,Edge Sel Awd,75.21782375049509,10950.0,2020,18957,2023-02-01,CarGuru,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=339229649/NONE,2020_Chrysler_300_S_RWD,163027560,False,8.0,,,,,,,,,,,
Honda,Civic Coupe Ex-l,75.11099823,11995.0,2015,9786,12/13/2022,CarGuru,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=345119197/NONE,,113563710,False,34.0,,,,,,,,,,,
Toyota,Corolla Le,74.29989041,13995.0,2016,9303,2/1/2023,AutoTrader,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=668087650&maxPrice=15000&city=Provo&state=UT&zip=84601&requestId=1819194850&transmissionCodes=AUT&searchRadius=50&marketExtension=include&maxMileage=55000&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=25&firstRecord=100&listingTypes=USED&referrer=%2Fcars-for-sale%2Fcars-under-15000%2Fprovo-ut-84601%3FrequestId%3D1819194850%26dma%3D%26transmissionCodes%3DAUT%26searchRadius%3D50%26priceRange%3D%26location%3D%26marketExtension%3Dinclude%26maxMileage%3D55000%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D25%26firstRecord%3D100&clickType=listing,Image not found,122885388,False,8.0,,,,,,,,,,,
Nissan,Altima 2.5 S Fwd,74.12163716799104,11950.0,2021,5419,2023-02-01,CarGuru,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=333449568/NONE,1992_Chevrolet_Corvette_Convertible_RWD,79859594,False,8.0,,,,,,,,,,,
Nissan,Frontier Sv King Cab Rwd,74.01623318945771,10950.0,2022,8530,2023-02-01,CarGuru,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=337457402/NONE,2016_Kia_Forte5_LX,122933160,False,8.0,,,,,,,,,,,
Ford,Escape Se Fwd,73.20749922,14950.0,2021,12701,12/15/2022,CarGuru,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=343812985/NONE,2021_Honda_Civic_Sport_FWD,102674884,False,32.0,,,,,,,,,,,
Ford,Escape Se Fwd,73.20749921818592,14950.0,2021,12701,2023-01-25,CarGuru,,2021_Ford_Escape_SEL_FWD,116862434,False,8.0,,,,,,,,,,,
Nissan,Frontier Sv King Cab Rwd,73.11962093827161,10950.0,2022,8530,2023-01-25,CarGuru,,2017_Hyundai_Veloster_Turbo_FWD,122670360,False,8.0,,,,,,,,,,,
Toyota,Corolla Le,72.89986071,13995.0,2016,9217,1/12/2023,AutoTrader,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=668087650&maxPrice=15000&city=Provo&state=UT&zip=84601&requestId=1819194850&transmissionCodes=AUT&searchRadius=50&marketExtension=include&maxMileage=45000&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=25&firstRecord=50&listingTypes=USED&referrer=%2Fcars-for-sale%2Fcars-under-15000%2Fprovo-ut-84601%3FrequestId%3D1819194850%26dma%3D%26transmissionCodes%3DAUT%26searchRadius%3D50%26priceRange%3D%26location%3D%26marketExtension%3Dinclude%26maxMileage%3D45000%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D25%26firstRecord%3D50&clickType=listing,Image not found,121565232,False,,,,,,,,,,,,
Toyota,Corolla Le,72.89986071,13995.0,2016,9217,12/15/2022,KSL,https://cars.ksl.com/listing/8186145,"Toyota_Corolla_2016_in_West_Jordan,_UT",111488832,False,,,,,,,,,,,,
Mazda,Mazda3 Sedan,72.884995941619,15999.0,2021,1922,2023-03-01,AutoTrader,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=672411330&maxPrice=18000&city=Provo&state=UT&zip=84601&requestId=1819194850&transmissionCodes=AUT&searchRadius=50&marketExtension=include&maxMileage=50000&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=25&firstRecord=150&listingTypes=USED&referrer=%2Fcars-for-sale%2Fcars-under-18000%2Fprovo-ut-84601%3FrequestId%3D1819194850%26dma%3D%26transmissionCodes%3DAUT%26searchRadius%3D50%26priceRange%3D%26location%3D%26marketExtension%3Dinclude%26maxMileage%3D50000%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D25%26firstRecord%3D150&clickType=listing,Image not found,33244946,False,1.0,,,,,,,,,,,
Ford,Edge Sel Awd,71.2229264314417,10950.0,2020,18957,2023-01-25,CarGuru,,2019_Kia_Stinger_Premium_RWD,162501960,False,8.0,,,,,,,,,,,
Ford,Edge Sel Awd,71.22292643,10950.0,2020,18957,12/13/2022,CarGuru,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=339229649/NONE,,162896160,False,34.0,,,,,,,,,,,
Honda,Cr-v Lx Fwd,70.93025311,13950.0,2020,14647,12/13/2022,CarGuru,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=334010951/NONE,,159290000,False,34.0,,,,,,,,,,,
Honda,Cr-v Lx Fwd,70.93025310978064,13950.0,2020,14647,2023-01-25,CarGuru,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=334010951/NONE,2013_Volkswagen_Beetle_Turbo_Convertible_with_Sound,158676200,False,8.0,,,,,,,,,,,
Ford,Ecosport Se,70.72738253,14999.0,2020,15053,2/1/2023,AutoTrader,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=670322445&maxPrice=15000&city=Provo&state=UT&zip=84601&requestId=1819194850&transmissionCodes=AUT&searchRadius=50&marketExtension=include&maxMileage=55000&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=25&firstRecord=100&listingTypes=USED&referrer=%2Fcars-for-sale%2Fcars-under-15000%2Fprovo-ut-84601%3FrequestId%3D1819194850%26dma%3D%26transmissionCodes%3DAUT%26searchRadius%3D50%26priceRange%3D%26location%3D%26marketExtension%3Dinclude%26maxMileage%3D55000%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D25%26firstRecord%3D100&clickType=listing,Image not found,133177470,False,8.0,,,,,,,,,,,
Nissan,Altima 2.5 S Fwd,69.40037738,13950.0,2021,5419,12/13/2022,CarGuru,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=333449568/NONE,,81781194,False,34.0,,,,,,,,,,,
Nissan,Altima 2.5 S Fwd,69.40037737576165,13950.0,2021,5419,2023-01-25,CarGuru,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=333449568/NONE,2018_Nissan_Sentra_S_FWD,81111594,False,8.0,,,,,,,,,,,
Jeep,Grand Cherokee Summit,69.03363259,12950.0,2014,1,12/22/2022,KSL,https://cars.ksl.com/listing/8223871,"Jeep_Grand_Cherokee_2014_in_West_Valley_City,_UT",8056,False,,,,,,,,,,,,
Toyota,Yaris L,69.01595772,13971.0,2019,17111,2/1/2023,KSL,https://cars.ksl.com/listing/8346780,,214030647,False,8.0,,,,,,,,,,,
Not recognized,None,68.98205511,14995.0,2012,547,12/15/2022,KSL,https://cars.ksl.com/listing/8159132,"HARLEY_DAVIDSON_Heritage_Softail_2012_in_Lehi,_UT",15407896,False,,,,,,,,,,,,
Chevrolet,Trax Ls Fwd,68.79660975,12995.0,2020,6226,12/28/2022,CarGuru,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=346501367/NONE,2015_Toyota_Camry_SE,113188680,False,19.0,,,,,,,,,,,
Ford,Ecosport Se,67.91499127,14999.0,2020,15053,1/25/2023,AutoTrader,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=670322445&maxPrice=15000&city=Provo&state=UT&zip=84601&requestId=1819194850&transmissionCodes=AUT&searchRadius=50&marketExtension=include&maxMileage=45000&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=25&firstRecord=25&listingTypes=USED&referrer=%2Fcars-for-sale%2Fcars-under-15000%2Fprovo-ut-84601%3FrequestId%3D1819194850%26dma%3D%26transmissionCodes%3DAUT%26searchRadius%3D50%26priceRange%3D%26location%3D%26marketExtension%3Dinclude%26maxMileage%3D45000%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D25%26firstRecord%3D25&clickType=listing,Used_2020_Ford_EcoSport_SE,132682503,False,1.0,,,,,,,,,,,
Ford,Ecosport Se Awd,67.91499126520152,14999.0,2020,15053,2023-01-25,CarGuru,,2017_Ford_Escape_SE_AWD,136702235,False,8.0,,,,,,,,,,,
Ford,F-550 Super Duty Drw 4wd,66.41183059,11000.0,2012,13872,12/28/2022,CarGuru,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=336814675/NONE,2017_Nissan_Sentra_S,111641856,False,19.0,,,,,,,,,,,
Ford,F-550 Chassis Cab,66.41183059,11000.0,2012,13872,12/29/2022,CarsDirect,,Images/2022_12_29_118_7.png,123983856,False,,,,,,,,,,,,
Nissan,Frontier Sv King Cab Rwd,66.25419872,13950.0,2022,8530,12/13/2022,CarGuru,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=337457402/NONE,,126587160,False,34.0,,,,,,,,,,,
Toyota,Corolla L,65.96203534481559,14741.0,2018,15767,2023-02-22,KSL,https://cars.ksl.com/listing/8363623,,199530321,False,8.0,,,,,,,,,,,
Toyota,Yaris L,65.61390797,13971.0,2019,17111,1/25/2023,KSL,https://cars.ksl.com/listing/8346780,,213639459,False,1.0,,,,,,,,,,,
Ford,Focus Se,65.48278966,11573.0,2014,18407,2/1/2023,AutoTrader,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=667127871&maxPrice=15000&city=Provo&state=UT&zip=84601&requestId=1819194850&transmissionCodes=AUT&searchRadius=50&marketExtension=include&maxMileage=55000&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=25&firstRecord=25&listingTypes=USED&referrer=%2Fcars-for-sale%2Fcars-under-15000%2Fprovo-ut-84601%3FrequestId%3D1819194850%26dma%3D%26transmissionCodes%3DAUT%26searchRadius%3D50%26priceRange%3D%26location%3D%26marketExtension%3Dinclude%26maxMileage%3D55000%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D25%26firstRecord%3D25&clickType=listing,Image not found,154304752,False,8.0,,,,,,,,,,,
Honda,Fit Lx,65.02924201,14495.0,2019,16720,1/12/2023,AutoTrader,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=668087644&maxPrice=15000&city=Provo&state=UT&zip=84601&requestId=1819194850&transmissionCodes=AUT&searchRadius=50&marketExtension=include&maxMileage=45000&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=25&firstRecord=50&listingTypes=USED&referrer=%2Fcars-for-sale%2Fcars-under-15000%2Fprovo-ut-84601%3FrequestId%3D1819194850%26dma%3D%26transmissionCodes%3DAUT%26searchRadius%3D50%26priceRange%3D%26location%3D%26marketExtension%3Dinclude%26maxMileage%3D45000%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D25%26firstRecord%3D50&clickType=listing,Image not found,174441450,False,,,,,,,,,,,,
Toyota,Corolla Le,64.8641802,13995.0,2011,9400,1/12/2023,KSL,https://cars.ksl.com/listing/8301270,,122377200,False,,,,,,,,,,,,
Nissan,Frontier Sv King Cab Rwd,64.83394029827161,12950.0,2022,10988,2023-01-25,CarGuru,,2018_RAM_1500_Big_Horn_Crew_Cab_4WD,153197616,False,8.0,,,,,,,,,,,
Honda,Fit Sport,64.10664049,14999.0,2018,15568,12/15/2022,KSL,https://cars.ksl.com/listing/8283277,"Honda_Fit_2018_in_Cottonwood_Heights,_UT",157081120,False,,,,,,,,,,,,
Subaru,Impreza 2.0i,63.923540870423146,16999.0,2022,6763,2023-03-01,AutoTrader,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=669377392&maxPrice=18000&city=Provo&state=UT&zip=84601&requestId=1819194850&transmissionCodes=AUT&searchRadius=50&marketExtension=include&maxMileage=50000&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=25&firstRecord=150&listingTypes=USED&referrer=%2Fcars-for-sale%2Fcars-under-18000%2Fprovo-ut-84601%3FrequestId%3D1819194850%26dma%3D%26transmissionCodes%3DAUT%26searchRadius%3D50%26priceRange%3D%26location%3D%26marketExtension%3Dinclude%26maxMileage%3D50000%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D25%26firstRecord%3D150&clickType=listing,Image not found,94899960,False,1.0,,,,,,,,,,,
Hyundai,Accent Se,63.42938496055391,10995.0,2016,9633,2023-03-01,AutoTrader,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=663609192&maxPrice=18000&city=Provo&state=UT&zip=84601&requestId=1819194850&transmissionCodes=AUT&searchRadius=50&marketExtension=include&maxMileage=50000&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=25&firstRecord=25&listingTypes=USED&referrer=%2Fcars-for-sale%2Fcars-under-18000%2Fprovo-ut-84601%3FrequestId%3D1819194850%26dma%3D%26transmissionCodes%3DAUT%26searchRadius%3D50%26priceRange%3D%26location%3D%26marketExtension%3Dinclude%26maxMileage%3D50000%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D25%26firstRecord%3D25&clickType=listing,Image not found,142175061,False,1.0,,,,,,,,,,,
Honda,Hr-v Ex-l Fwd,63.13554444,14995.0,2019,17261,12/28/2022,CarGuru,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=336560493/NONE,2015_Buick_Encore_FWD,174249795,False,19.0,,,,,,,,,,,
Volkswagen,Taos S 4motion,62.75688868345679,11950.0,2022,13907,2023-01-25,CarGuru,,2017_Kia_Forte5_LX,291572140,False,8.0,,,,,,,,,,,
Volkswagen,Taos S 4motion,62.75688868,11950.0,2022,13907,12/22/2022,CarGuru,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=340494265/NONE,2006_Chevrolet_Express_Cutaway_3500,281199540,False,25.0,,,,,,,,,,,
Ford,Fiesta S Fwd,62.29939357731675,10995.0,2019,31083,2023-02-15,CarGuru,https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?zip=84601&inventorySearchWidgetType=PRICE&maxPrice=15000&showNegotiable=true&sortDir=ASC&sourceContext=usedPaidSearchNoZip&distance=50&minPrice=8000&sortType=DEAL_SCORE#listing=346220072/NONE,2015_MINI_Cooper_2-Door_Hatchback_FWD,259206588,False,5.0,,,,,,,,,,,
Ford,Fiesta S,62.29939357731675,10995.0,2019,31083,2023-02-15,AutoTrader,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=667616550&maxPrice=15000&city=Provo&state=UT&zip=84601&requestId=1819194850&transmissionCodes=AUT&searchRadius=50&marketExtension=include&maxMileage=70000&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=25&firstRecord=225&listingTypes=USED&referrer=%2Fcars-for-sale%2Fcars-under-15000%2Fprovo-ut-84601%3FrequestId%3D1819194850%26dma%3D%26transmissionCodes%3DAUT%26searchRadius%3D50%26priceRange%3D%26location%3D%26marketExtension%3Dinclude%26maxMileage%3D70000%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D25%26firstRecord%3D225&clickType=listing,Used_2017_Nissan_Versa_S_Plus,256479828,False,5.0,,,,,,,,,,,
Hyundai,Accent Se Sedan Fwd,62.133958283783286,10995.0,2016,9633,2023-01-25,CarGuru,,2020_RAM_1500_Classic_Warlock_Quad_Cab_RWD,148893006,False,8.0,,,,,,,,,,,
Hyundai,Accent Se,62.13395828,10995.0,2016,9633,1/25/2023,AutoTrader,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=663609192&maxPrice=15000&city=Provo&state=UT&zip=84601&requestId=1819194850&transmissionCodes=AUT&searchRadius=50&marketExtension=include&maxMileage=45000&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=25&firstRecord=0&listingTypes=USED&referrer=%2Fcars-for-sale%2Fcars-under-15000%2Fprovo-ut-84601%3FrequestId%3D1819194850%26dma%3D%26transmissionCodes%3DAUT%26searchRadius%3D50%26priceRange%3D%26location%3D%26marketExtension%3Dinclude%26maxMileage%3D45000%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D25%26firstRecord%3D0&clickType=listing,Image not found,142076106,False,1.0,,,,,,,,,,,
Toyota,Corolla Le,62.0004244862154,16499.0,2021,13921,2023-03-01,AutoTrader,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=661783213&maxPrice=18000&city=Provo&state=UT&zip=84601&requestId=1819194850&transmissionCodes=AUT&searchRadius=50&marketExtension=include&maxMileage=50000&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=25&firstRecord=75&listingTypes=USED&referrer=%2Fcars-for-sale%2Fcars-under-18000%2Fprovo-ut-84601%3FrequestId%3D1819194850%26dma%3D%26transmissionCodes%3DAUT%26searchRadius%3D50%26priceRange%3D%26location%3D%26marketExtension%3Dinclude%26maxMileage%3D50000%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D25%26firstRecord%3D75&clickType=listing,Image not found,179035426,False,1.0,,,,,,,,,,,
Ford,Focus Se,61.50446429170899,11573.0,2014,18407,2023-01-25,CarGuru,,2021_Nissan_Versa_SV_FWD,153934416,False,8.0,,,,,,,,,,,
Ford,Focus,61.50446429,11573.0,2014,18407,1/25/2023,CarsDirect,Not Found,Images/2023_01_25_48_2.png,151816557,False,1.0,,,,,,,,,,,
Nissan,Versa Sv,61.36949849412685,17995.0,2022,6944,2023-03-01,AutoTrader,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=673341563&maxPrice=18000&city=Provo&state=UT&zip=84601&requestId=1819194850&transmissionCodes=AUT&searchRadius=50&marketExtension=include&maxMileage=50000&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=25&firstRecord=300&listingTypes=USED&referrer=%2Fcars-for-sale%2Fcars-under-18000%2Fprovo-ut-84601%3FrequestId%3D1819194850%26dma%3D%26transmissionCodes%3DAUT%26searchRadius%3D50%26priceRange%3D%26location%3D%26marketExtension%3Dinclude%26maxMileage%3D50000%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D25%26firstRecord%3D300&clickType=listing,Image not found,93026168,False,1.0,,,,,,,,,,,
Ford,Fiesta,61.161370862861965,12990.0,2015,16887,2023-02-23,Carvana,,,140863560,False,22.0,,,,,,,,,,,
Chevrolet,Trax Ls,60.3787741614793,17100.0,2020,6879,2023-03-01,AutoTrader,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=648436847&maxPrice=18000&city=Provo&state=UT&zip=84601&requestId=1819194850&transmissionCodes=AUT&searchRadius=50&marketExtension=include&maxMileage=50000&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=25&firstRecord=225&listingTypes=USED&referrer=%2Fcars-for-sale%2Fcars-under-18000%2Fprovo-ut-84601%3FrequestId%3D1819194850%26dma%3D%26transmissionCodes%3DAUT%26searchRadius%3D50%26priceRange%3D%26location%3D%26marketExtension%3Dinclude%26maxMileage%3D50000%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D25%26firstRecord%3D225&clickType=listing,Image not found,132242220,False,1.0,,,,,,,,,,,
Ford,Focus Se,60.32824985121176,11573.0,2014,18407,2023-02-11,AutoTrader,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=667127871&maxPrice=15000&city=Provo&state=UT&zip=84601&requestId=1819194850&transmissionCodes=AUT&searchRadius=50&marketExtension=include&maxMileage=70000&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=25&firstRecord=225&listingTypes=USED&referrer=%2Fcars-for-sale%2Fcars-under-15000%2Fprovo-ut-84601%3FrequestId%3D1819194850%26dma%3D%26transmissionCodes%3DAUT%26searchRadius%3D50%26priceRange%3D%26location%3D%26marketExtension%3Dinclude%26maxMileage%3D70000%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D25%26firstRecord%3D225&clickType=spotlight,Image not found,153841832,False,11.0,,,,,,,,,,,
